File,Duration,BPM,Time_Signature,Genre
0001_12step,142.47,113,4|4,R&B
0003_6foot7foot,157.347,84,4|4,Hip-Hop
0004_abc,180.955,94,4|4,Pop-Rock
0006_aint2proud2beg,181.03400000000002,105,4|4,R&B
0008_america,222.683,136,4|4,Metal
0009_americanmusic,223.80700000000002,133,4|4,Alternative
0011_areyouexperienced,257.717,82,4|4,Classic Rock
0012_aroundtheworld,154.601,121,4|4,Dance/Electronic
0013_athingaboutyou,300.307,152,4|4,Rock
0014_babaoriley,313.928,118,4|4,Classic Rock
0015_babygotback,148.82299999999998,129,4|4,Hip-Hop
0017_badromance,165.582,119,4|4,Pop
0018_bassdownlow,148.222,113,4|4,Pop
0020_becauseofyou,203.675,110,4|4,R&B
0021_better,303.967,98,4|4,Rock
0022_betteroffalone,161.373,137,4|4,Dance/Electronic
0023_bewareoftheboys,151.908,98,4|4,World
0024_billionaire,216.382,87,4|4,Hip-Hop
0026_blackandyellow,171.15099999999998,82,4|4,Hip-Hop
0027_blackened,402.194,190,4|4,Metal
0028_blackmagic,244.984,185,4|4,Metal
0030_bodymovin,168.458,102,4|4,Hip-Hop
0032_boomboompow,154.81,130,4|4,Hip-Hop
0035_boyfriend,173.4,97,4|4,Pop
0037_breakyourheart,134.444,122,4|4,Pop
0038_bringmetolife,236.40900000000002,95,4|4,Rock
0039_bulletproof,126.992,123,4|4,Pop
0040_bustamove,153.94799999999998,118,4|4,Hip-Hop
0041_calabria,155.543,126,4|4,Reggaeton
0042_callme,231.467,143,4|4,Rock
0043_callmemaybe,196.22400000000002,120,4|4,Pop
0044_cameraeye,647.538,166,4|4,Prog
0045_cantgetyou,137.372,126,4|4,Pop
0046_castlesmadeofsand,170.262,94,4|4,Classic Rock
0047_chinacatsunflower,229.14,98,4|4,Classic Rock
0048_chingaling,174.28799999999998,102,4|4,Hip-Hop
0049_closer,144.954,126,4|4,R&B
0050_clubcanthandleme,157.686,128,4|4,Pop
0052_collector,191.12599999999998,138,4|4,Rock
0053_commander,138.888,125,4|4,Pop
0054_conceited,162.41899999999998,99,4|4,Hip-Hop
0055_constantmotion,422.09,180,4|4,Prog
0056_control,132.16899999999998,120,4|4,Pop
0057_crankthat,137.372,140,4|4,Hip-Hop
0058_criticalacclaim,315.471,138,4|4,Metal
0059_cupidshuffle,151.072,144,4|4,Hip-Hop
0061_dabutt,170.602,97,4|4,Hip-Hop
0062_dance,138.235,113,4|4,Dance/Electronic
0063_daysgoby,115.488,127,4|4,Dance/Electronic
0065_deadandbloated,319.053,61,4|4,Alternative
0066_decentdaysandnights,155.15,172,4|4,Punk
0068_devilsisland,311.392,167,4|4,Metal
0069_digginmedown,365.721,110,4|4,Metal
0070_dipitlow,159.30700000000002,84,4|4,R&B
0072_discoinferno,141.607,130,4|4,Funk/Disco
0073_disturbia,135.045,125,4|4,Pop
0074_djgotusfallininlove,139.751,120,4|4,Pop
0075_dontcha,148.196,120,4|4,R&B
0077_dontsweat,161.713,106,4|4,Hip-Hop
0078_donttouchme,165.97400000000002,113,4|4,Hip-Hop
0079_dontyouwantme,223.25799999999998,117,4|4,Dance/Electronic
0080_down,144.196,132,4|4,Pop
0081_downonme,162.209,80,4|4,Hip-Hop
0082_dragosteadintei,146.496,130,4|4,Pop
0083_dragthewaters,300.751,126,4|4,Metal
0084_dropitlikeitshot,167.125,92,4|4,Hip-Hop
0085_electricboogie,159.987,108,4|4,Reggaeton
0086_escapade,167.15099999999998,115,4|4,Pop
0087_evacuate,121.162,127,4|4,Pop
0088_everybody,170.236,108,4|4,Pop
0090_fearofthedarklive,449.228,100,4|4,Metal
0092_fergalicious,149.032,129,4|4,Pop
0093_fireburning,148.483,123,4|4,Reggaeton
0094_fireflies,230.47400000000002,90,4|4,Pop
0095_firework,166.65400000000002,124,4|4,Pop
0096_fivemagics,343.86400000000003,174,4|4,Metal
0098_floods,424.44300000000004,120,4|4,Metal
0099_forgetyou,165.19,128,4|4,R&B
0100_futureperfecttense,268.279,120,4|4,Indie Rock
0101_galang,160.066,101,4|4,Reggaeton
0102_gangstaluv,242.63099999999997,102,4|4,Hip-Hop
0104_getbusy,173.007,100,4|4,Reggaeton
0105_getdownonit,169.609,111,4|4,Funk/Disco
0106_getitshawty,146.444,128,4|4,R&B
0107_getlow,187.93599999999998,101,4|4,Hip-Hop
0108_getup,162.942,108,4|4,Funk/Disco
0109_geturfreakon,168.06599999999997,89,4|4,Hip-Hop
0110_girlsandboys,150.68,120,4|4,Pop
0111_girlsonfilm,212.408,131,4|4,Pop
0112_giveitup,173.007,140,4|4,Dance/Electronic
0113_giveituptome,152.667,96,4|4,Reggaeton
0114_givemeeverything,163.90900000000002,129,4|4,Pop
0115_gonnamakeyousweat,162.0,114,4|4,Pop
0116_goodies,130.208,101,4|4,R&B
0117_goodmorningblackfriday,405.409,175,4|4,Metal
0118_grenade,141.999,110,4|4,Pop
0119_gunpowderandlead,190.08,94,4|4,Country
0120_hallowedbethyname,481.04699999999997,120,4|4,Metal
0122_heardemall,127.515,98,4|4,Pop
0123_heavyduty,299.47,73,4|4,Metal
0124_hello,170.863,128,4|4,Dance/Electronic
0125_hellogoodmorning,171.805,104,4|4,Hip-Hop
0126_heymami,116.14200000000001,133,4|4,Hip-Hop
0127_hollabackgirl,150.732,110,4|4,Pop
0128_homecoming,559.194,124,4|4,Rock
0129_hotinherre,151.046,107,4|4,Hip-Hop
0130_hotstuff,144.483,120,4|4,Funk/Disco
0131_iamthebest,148.3,128,4|4,Pop
0132_iceicebaby,153.686,115,4|4,Hip-Hop
0133_ifeellove,157.007,127,4|4,Funk/Disco
0134_igotmine,234.945,155,4|4,Rock
0135_igottafeeling,195.597,128,4|4,Pop
0136_igotyoudancing,138.418,125,4|4,Hip-Hop
0137_iknowyouwantme,145.738,127,4|4,Reggaeton
0138_ilikeit,158.34,129,4|4,Pop
0139_imcomingout,159.17700000000002,110,4|4,Funk/Disco
0140_impacto,160.196,100,4|4,Reggaeton
0141_indaclub,162.209,90,4|4,Hip-Hop
0142_indestructible,278.319,90,4|4,Metal
0143_informer,144.666,98,4|4,Reggaeton
0144_ishotthesheriff,237.768,98,4|4,Reggaeton
0145_iwantyouback,204.956,99,4|4,Pop
0148_jesusofsuburbia,551.899,145,4|4,Rock
0149_johnnyguitar,178.628,143,4|4,Grunge
0150_justdance,139.28,119,4|4,Pop
0151_kingofdancehall,109.554,105,4|4,Reggaeton
0152_kingofrock,318.844,98,4|4,Hip-Hop
0153_lalaland,156.431,85,4|4,Pop
0155_lapdance,151.359,102,4|4,Hip-Hop
0156_lastnight,147.464,121,4|4,R&B
0157_leanwitit,151.778,76,4|4,Hip-Hop
0158_letitrock,159.334,113,4|4,Hip-Hop
0159_letthemusicplay,179.43900000000002,115,4|4,Pop
0160_likeag6,165.791,125,4|4,Pop
0161_limelight,266.632,130,4|4,Prog
0162_lobotomy,283.41700000000003,136,4|4,Rock
0164_low,165.19,128,4|4,Hip-Hop
0165_lucretia,240.174,99,4|4,Metal
0166_macarena,153.71200000000002,103,4|4,Pop
0167_makesomenoise,214.604,98,4|4,Hip-Hop
0168_maneater,130.339,130,4|4,Pop
0171_marchofthepigs,183.805,135,4|4,Rock
0172_marrythenight,165.085,131,4|4,Pop
0173_massiveattack,142.81,85,4|4,Hip-Hop
0174_maythisbelove,200.56400000000002,94,4|4,Classic Rock
0175_meddle,151.072,85,4|4,Pop
0176_megasus,226.55200000000002,150,4|4,Metal
0177_milkshake,163.778,112,4|4,R&B
0178_mountainman,201.845,77,4|4,Rock
0179_moveslikejagger,185.792,127,4|4,Pop
0181_mrsaxobeat,174.079,127,4|4,Dance/Electronic
0182_mycurse,252.93200000000002,180,4|4,Metal
0184_myprerogative,167.09900000000002,110,4|4,R&B
0185_nasty,169.687,104,4|4,Pop
0186_nearlylostyou,250.736,100,4|4,Grunge
0189_neversaynever,149.869,97,4|4,Pop
0190_newfang,232.40900000000002,94,4|4,Rock
0191_newslang,236.487,130,4|4,Indie Rock
0194_nomoretears,440.522,104,4|4,Metal
0195_nookie,246.658,98,4|4,Metal
0197_nothinonyou,176.74599999999998,104,4|4,R&B
0198_nowthatwefoundlove,140.692,120,4|4,Hip-Hop
0199_numberofthebeast2,290.267,200,4|4,Metal
0200_oceansize,263.33799999999997,95,4|4,Alternative
0201_oh,151.856,144,4|4,Pop
0204_onlyamemory,237.69,132,4|4,Rock
0207_oopsohmy,141.346,79,4|4,R&B
0208_opp,172.24900000000002,98,4|4,Hip-Hop
0209_paparazzi,213.637,115,4|4,Dance/Electronic
0212_peoplegotalotofnerve,156.30100000000002,136,4|4,Country
0214_planetrock,149.477,126,4|4,Hip-Hop
0215_pointofknowreturn,187.91,145,4|4,Prog
0216_poison,157.033,112,4|4,R&B
0217_pokerface,143.437,119,4|4,Dance/Electronic
0218_policyoftruth,307.209,113,4|4,Dance/Electronic
0219_pondereplay,143.254,99,4|4,Dance/Electronic
0220_promiscuous,161.87,114,4|4,R&B
0222_realgoodlooking,348.54400000000004,124,4|4,Rock
0223_reallove,175.23,109,4|4,Pop
0226_rendezvu,132.378,125,4|4,Dance/Electronic
0227_replay,163.726,91,4|4,Pop
0229_ridingonthewind,193.505,180,4|4,Rock
0231_rightthurr,159.334,92,4|4,Hip-Hop
0233_rocknrollnightmare,197.42700000000002,155,4|4,Metal
0234_roundandround,165.19,128,4|4,Pop
0235_rudeboy,146.392,87,4|4,Pop
0236_rumpshaker,152.091,103,4|4,Hip-Hop
0237_run,158.601,149,4|4,Pop
0238_sambadejaneiro,155.386,132,4|4,Dance/Electronic
0239_sandm,159.569,128,4|4,Pop
0240_sandstorm,138.156,136,4|4,Dance/Electronic
0241_satellite,164.40599999999998,95,4|4,
0242_satisfaction,142.836,130,4|4,Dance/Electronic
0243_saucyjack,101.762,120,4|4,Metal
0244_sayaah,149.869,93,4|4,Pop
0245_sayhey,173.347,93,4|4,Reggaeton
0246_scenario,255.024,101,4|4,Hip-Hop
0247_scream,156.275,128,4|4,Pop
0248_screamingfor,288.751,237,4|4,Metal
0249_sensualseduction,236.984,120,4|4,Hip-Hop
0250_sexyandiknowit,162.654,130,4|4,Dance/Electronic
0251_sexychick,161.033,130,4|4,Pop
0254_sixsixsix,281.195,148,4|4,Metal
0255_sleepwalker,362.61,174,4|4,Metal
0257_somebodytolove,148.196,130,4|4,Pop
0259_spiceupyourlife,163.621,124,4|4,Pop
0261_starships,163.412,125,4|4,Pop
0262_stash,436.10400000000004,90,4|4,Rock
0264_stereolove,151.15,127,4|4,Dance/Electronic
0265_straightlines,258.71,128,4|4,Rock
0266_straightup,165.19,96,4|4,Pop
0267_superfreak,139.56799999999998,132,4|4,Funk/Disco
0268_supersonic,161.922,132,4|4,Hip-Hop
0269_sweettalk,182.942,80,4|4,Rock
0270_takeovercontrol,163.203,130,4|4,Dance/Electronic
0271_teachmehowtodougie,151.30700000000002,85,4|4,Hip-Hop
0272_teachmehowtojerk,161.085,97,4|4,Hip-Hop
0273_technologic,145.137,128,4|4,Dance/Electronic
0274_temperature,144.196,125,4|4,Reggaeton
0277_thashiznit,261.45599999999996,98,4|4,Hip-Hop
0278_thatsthahomie,348.335,72,4|4,Hip-Hop
0279_thebreaks,168.72,112,4|4,Hip-Hop
0280_thedayitriedtolive,323.785,132,4|4,Grunge
0281_theedgeofglory,161.451,128,4|4,Pop
0282_thegreatsatan,197.976,159,4|4,Metal
0283_thehumptydance,163.674,103,4|4,Hip-Hop
0284_thehustle,155.17700000000002,110,4|4,Funk/Disco
0286_theragelive,298.215,76,4|4,Metal
0287_therewasatime,402.272,90,4|4,Rock
0288_thewayiare,140.352,115,4|4,Pop
0289_thisisexile,229.37599999999998,125,4|4,Metal
0290_thisishowwedoit,142.026,104,4|4,Hip-Hop
0291_thrasher,191.753,208,4|4,Metal
0292_timeslikethese,267.207,145,4|4,Alternative
0293_tomsawyer2,293.143,87,4|4,Prog
0294_tonighttonight,206.028,100,4|4,Pop
0295_toxic,151.22899999999998,143,4|4,Pop
0296_transmaniaconmc,205.322,143,4|4,Classic Rock
0297_troublecomesrunning,188.433,140,4|4,Rock
0298_turnmeon,148.196,106,4|4,Reggaeton
0299_turnthebeataround,166.497,131,4|4,Funk/Disco
0301_unclejohnsband,292.019,135,4|4,Classic Rock
0302_venus,162.471,126,4|4,Pop
0303_wakeupdead,221.40200000000002,165,4|4,Metal
0304_weaponofchoice,172.85,98,4|4,Dance/Electronic
0305_wenospeakamericano,138.313,125,4|4,Dance/Electronic
0306_werunthis,127.384,109,4|4,Hip-Hop
0307_whatdoesntkillyou,198.838,115,4|4,Pop
0308_whatislove,153.189,124,4|4,Dance/Electronic
0309_whatsmyname,156.797,100,4|4,Pop
0310_whineup,173.007,125,4|4,Reggaeton
0311_whipmyhair,144.457,81,4|4,Pop
0312_whitefalconfuzz,256.17400000000004,80,4|4,Rock
0314_whoomp,135.69899999999998,129,4|4,Hip-Hop
0315_whygo,205.898,117,4|4,Grunge
0316_wildones,174.053,127,4|4,Hip-Hop
0318_windup,154.392,128,4|4,Alternative
0320_wolflikeme,291.339,88,4|4,Rock
0321_wonderwall,268.123,87,4|4,Rock
0322_wordup,148.90200000000002,116,4|4,Funk/Disco
0323_yeah,135.045,104,4|4,R&B
0324_yeah3x,158.968,130,4|4,Pop
0325_ymca,151.935,126,4|4,Funk/Disco
0326_yougotittherightstuff,174.602,111,4|4,Pop
0327_youmakemefeel,214.787,132,4|4,Dance/Electronic
0328_youmakemefeeldc,154.75799999999998,131,4|4,Dance/Electronic
0329_youreajerk,144.457,98,4|4,Hip-Hop
0330_50waystosaygoodbye,246.082,141,4|4,Rock
0331_againstallodds,205.95,58,4|4,Pop
0332_alejandro,271.6,99,4|4,Dance/Electronic
0333_allday,187.15200000000002,85,4|4,Pop
0334_alltherightplaces,202.08,94,4|4,Pop
0335_allyourlife,231.075,66,4|4,Country
0336_alonewithyou,211.257,109,4|4,Country
0337_alwayssomethingthere,221.84599999999998,150,4|4,Pop
0338_animal,210.761,150,4|4,Pop
0339_aslongasyouloveme,226.94400000000002,70,4|4,Pop
0340_backintime,204.90400000000002,127,4|4,Hip-Hop
0341_baggageclaim,197.035,81,4|4,Country
0342_bangpop,217.48,92,4|4,Rock
0343_banjo,224.748,102,4|4,Country
0344_beautifullife,217.06099999999998,134,4|4,Dance/Electronic
0345_beinlovetonight,186.838,130,4|4,Dance/Electronic
0346_birthdaydress,203.30900000000003,109,4|4,Hip-Hop
0347_bitch,253.612,96,4|4,Alternative
0348_blackout,208.56400000000002,122,4|4,Pop
0349_blow,219.101,120,4|4,Dance/Electronic
0350_blowme,229.637,114,4|4,Pop
0351_blowup,176.38,83,4|4,Hip-Hop
0352_boogiewonderland,286.999,130,4|4,Funk/Disco
0353_bottomsup,239.938,74,4|4,Hip-Hop
0354_brandnewday,210.447,117,4|4,Pop
0355_brokenhearted,226.264,120,4|4,Pop
0356_californiagurls,232.827,124,4|4,Dance/Electronic
0357_cheers,238.86599999999999,80,4|4,Hip-Hop
0358_children,193.81900000000002,90,4|4,Hip-Hop
0359_cominghome,238.553,84,4|4,Hip-Hop
0360_coolerthanme,212.512,130,4|4,Pop
0361_countrymustbecountrywide,214.891,84,4|4,Country
0363_darkside,222.29,119,4|4,Dance/Electronic
0364_deuces,275.182,74,4|4,Hip-Hop
0365_dirtroadanthem,225.977,64,4|4,Country
0366_domino,228.87900000000002,128,4|4,Pop
0367_dontdreamitsover,237.71599999999998,81,4|4,Pop
0368_dontwakemeup,220.43400000000003,128,4|4,Pop
0369_dontyouworrychild,209.924,130,4|4,Pop
0370_downonme,227.389,80,4|4,Hip-Hop
0371_downunder,218.421,105,4|4,Pop
0372_drinkinmyhand,191.59599999999998,113,4|4,Country
0373_driveby,191.07299999999998,122,4|4,Pop
0374_drunkonyou,223.885,72,4|4,Country
0375_dynamite,217.166,120,4|4,Dance/Electronic
0376_earthquake,260.018,77,4|4,Dance/Electronic
0377_eatdirt,219.388,63,4|4,Pop
0378_effinperfect,210.49900000000002,92,4|4,Pop
0379_et,229.114,75,4|4,Hip-Hop
0380_everybodytalks,177.687,156,4|4,Rock
0381_everythingyouwant,257.168,94,4|4,Alternative
0382_fatherofmine,233.847,97,4|4,Rock
0383_feelsoclose,202.263,128,4|4,Pop
0384_finally,237.873,120,4|4,Dance/Electronic
0385_fiveoclock,210.917,84,4|4,Pop
0386_footloose,222.47299999999998,174,4|4,Pop
0387_free,227.729,127,4|4,Pop
0388_gangnamstyle,218.21200000000002,133,4|4,Dance/Electronic
0389_gettinoveryou,185.08599999999998,130,4|4,Dance/Electronic
0390_getyourselfbackhome,220.722,130,4|4,Hip-Hop
0391_givemeallyourluvin,201.375,145,4|4,Dance/Electronic
0392_givemeyourhand,225.82,126,4|4,Dance/Electronic
0393_giveyourheartabreak,204.643,123,4|4,Pop
0394_godgavemetoyou,229.899,76,4|4,Country
0395_gold,178.472,96,4|4,Pop
0396_goodfeeling,246.03,129,4|4,Hip-Hop
0397_goodlife,250.05599999999998,95,4|4,Pop
0398_goodtime,201.845,126,4|4,Pop
0399_gotmygirls,227.912,95,4|4,Dance/Electronic
0400_heatofthemoment,230.18599999999998,137,4|4,Pop
0401_hello,269.482,128,4|4,Dance/Electronic
0402_herestous,176.06599999999997,80,4|4,Country
0403_heybaby,204.59,128,4|4,Dance/Electronic
0404_holditagainstme,226.997,133,4|4,Dance/Electronic
0405_home,239.31099999999998,118,4|4,Country
0406_honeybee,220.669,103,4|4,Country
0407_humpinaround,260.85400000000004,110,4|4,Hip-Hop
0408_icanonlyimagine,209.00900000000001,128,4|4,Dance/Electronic
0409_idontlikeyou,251.782,128,4|4,Pop
0410_idontwantthisnighttoend,219.702,112,4|4,Country
0411_ifihadyou,225.03599999999997,131,4|4,Pop
0412_ifitmakesyouhappy,272.07,95,4|4,Pop
0413_ifyoucouldonlysee,263.36400000000003,95,4|4,Alternative
0415_illbewaiting,227.101,97,4|4,Dance/Electronic
0416_impossible,224.304,90,4|4,Pop
0417_imtoosexy,170.13099999999997,122,4|4,Dance/Electronic
0418_inthedark,225.40200000000002,124,4|4,Hip-Hop
0419_itgirl,187.96200000000002,92,4|4,Pop
0420_itsrainingmen,211.597,137,4|4,Pop
0421_ittakestwo,211.833,112,4|4,Hip-Hop
0422_itwillrain,254.05700000000002,75,4|4,Pop
0423_iwannago,209.035,130,4|4,Dance/Electronic
0424_justadream,235.886,90,4|4,Hip-Hop
0425_justakiss,218.55200000000002,71,4|4,Pop
0426_justcantgetenough,219.545,94,4|4,Hip-Hop
0427_justthewayyouare,216.12,109,4|4,Pop
0428_kingofanything,205.558,119,4|4,Pop
0429_kissinu,196.825,110,4|4,Pop
0430_lastfridaynight,230.47400000000002,126,4|4,Pop
0431_letitrain,222.578,78,4|4,Country
0432_letsgo,225.114,128,4|4,Dance/Electronic
0433_lighters,302.529,90,4|4,Pop
0434_lights,210.21200000000002,120,4|4,Pop
0435_lookatmenow,222.578,73,4|4,Hip-Hop
0436_loveactually,228.356,124,4|4,Pop
0437_lovelikewoe,199.858,90,4|4,Pop
0438_loverlover,204.19799999999998,112,4|4,Country
0439_lovethewayyoulie,262.397,87,4|4,Hip-Hop
0440_loveyoulikealovesong,185.949,118,4|4,Pop
0441_lovingyoutonight,179.96200000000002,93,4|4,Pop
0442_lullaby,273.639,80,4|4,Pop
0443_magic,193.976,165,4|4,Pop
0444_maybe,200.747,84,4|4,Pop
0445_memories,208.38099999999997,130,4|4,Dance/Electronic
0446_midnightcity,240.56599999999997,105,4|4,Pop
0447_mindyourmanners,194.62900000000002,93,4|4,Hip-Hop
0448_mine,240.043,121,4|4,Pop
0449_misery,206.394,103,4|4,Pop
0450_more,227.78099999999998,119,4|4,Dance/Electronic
0451_mrknowitall,229.82,96,4|4,Pop
0452_myfirstkiss,192.56400000000002,138,4|4,Hip-Hop
0453_mygirl,240.043,74,4|4,Hip-Hop
0454_myohmy,217.611,96,4|4,Pop
0456_nohands,262.632,65,4|4,Hip-Hop
0457_nothing,269.168,78,4|4,Pop
0458_notorious,240.487,106,4|4,Funk/Disco
0459_notoveryou,214.83900000000003,71,4|4,Pop
0460_numb,219.885,130,4|4,Dance/Electronic
0461_obsession,221.898,130,4|4,Dance/Electronic
0462_oldalabama,252.958,116,4|4,Country
0463_onemorenight,219.467,93,4|4,Pop
0464_oneofus,257.089,87,4|4,Pop
0465_onething,194.132,126,4|4,Pop
0466_onthedarkside,163.517,174,4|4,Pop
0467_onthefloor,227.885,130,4|4,Dance/Electronic
0469_ordinaryworld,281.27299999999997,70,4|4,Pop
0470_ours,248.252,160,4|4,Pop
0471_paradise,277.247,70,4|4,Pop
0472_partofme,212.669,130,4|4,Pop
0473_payphone,221.977,110,4|4,Pop
0474_pleasedontgo,196.11900000000003,120,4|4,Dance/Electronic
0476_pontoon,222.107,96,4|4,Country
0477_poundthealarm,203.179,125,4|4,Hip-Hop
0478_prayforyou,186.00099999999998,70,4|4,Pop
0479_pricetag,197.95,87,4|4,Pop
0480_raiseyourglass,200.93,122,4|4,Dance/Electronic
0481_reallove,258.057,109,4|4,Pop
0482_redsolocup,224.225,165,4|4,Country
0483_ridinsolo,204.172,90,4|4,Dance/Electronic
0484_rockthatbody,238.44799999999998,125,4|4,Dance/Electronic
0485_rollinginthedeep,226.421,105,4|4,Pop
0486_rundatback,216.565,130,4|4,Hip-Hop
0487_secrets,222.813,74,4|4,Pop
0488_september,237.873,75,4|4,Pop
0489_shakeyourbody,224.12099999999998,118,4|4,Funk/Disco
0490_showme,222.761,128,4|4,Dance/Electronic
0491_skyscraper,231.572,103,4|4,Pop
0492_sm,241.507,128,4|4,Dance/Electronic
0493_somebodysheartbreak,226.86599999999999,75,4|4,Pop
0494_somebodythatiusedtoknow,244.06900000000002,130,4|4,Pop
0495_someonelikeyou,282.032,67,4|4,Pop
0496_sparksfly,261.691,115,4|4,Pop
0497_speakers,256.253,116,4|4,Pop
0498_springsteen,261.01099999999997,104,4|4,Country
0499_starbuckssmile,204.46,107,4|4,Pop
0500_stay,185.217,80,4|4,Alternative
0501_stayawhile,216.382,92,4|4,Pop
0502_stronger,204.407,103,4|4,Pop
0503_stucklikeglue,256.723,84,4|4,Country
0504_suspiciousminds,255.75599999999997,120,4|4,Pop
0505_takeitoff,211.963,125,4|4,Dance/Electronic
0506_takemehometonight,211.833,132,4|4,Pop
0507_teenagedream,227.96400000000003,120,4|4,Dance/Electronic
0508_tennesseeme,140.82299999999998,115,4|4,Country
0509_thelazysong,187.831,87,4|4,Pop
0510_theonethatgotaway,226.735,134,4|4,Pop
0512_theshowgoeson,235.128,143,4|4,Hip-Hop
0513_thetime,250.998,128,4|4,Hip-Hop
0514_thetimeofmylife,289.248,108,4|4,Pop
0515_thisafternoon,252.985,80,4|4,Pop
0516_thisorthat,198.263,102,4|4,Hip-Hop
0517_tilltheworldends,234.81400000000002,132,4|4,Dance/Electronic
0518_timeaftertime,240.12099999999998,130,4|4,Pop
0519_titanium,211.02200000000002,126,4|4,Pop
0520_tonight,229.794,126,4|4,Pop
